"CubeId";"rendopar"
"PublishingDate";"2025-09-01 14:30"

"Date";"d0";"Value"
"2000-03-30";"b0";"4.862"
"2000-03-30";"b1";"-2.052"
"2000-03-30";"b2";"-3.729"
"2000-03-30";"b3";"3.04"
"2000-03-30";"t1";"2.274"
"2000-03-30";"t2";"1.418"
"2000-03-31";"b0";"4.901"
"2000-03-31";"b1";"-2.578"
"2000-03-31";"b2";"-4.108"
"2000-03-31";"b3";"4.682"
"2000-03-31";"t1";"1.94"
"2000-03-31";"t2";"0.93"
"2000-04-03";"b0";"4.802"
"2000-04-03";"b1";"-2.333"
"2000-04-03";"b2";"-3.286"
"2000-04-03";"b3";"3.402"
"2000-04-03";"t1";"1.869"
"2000-04-03";"t2";"0.975"
"2000-04-04";"b0";"4.914"
"2000-04-04";"b1";"-2.366"
"2000-04-04";"b2";"-3.355"
"2000-04-04";"b3";"3.309"
"2000-04-04";"t1";"2.302"
"2000-04-04";"t2";"1.115"
"2000-04-05";"b0";"4.911"
"2000-04-05";"b1";"-2.442"
"2000-04-05";"b2";"-3.232"
"2000-04-05";"b3";"3.322"
"2000-04-05";"t1";"2.553"
"2000-04-05";"t2";"1.1"
"2000-04-06";"b0";"4.994"
"2000-04-06";"b1";"-2.671"
"2000-04-06";"b2";"-0.713"
"2000-04-06";"b3";"2.358"
"2000-04-06";"t1";"4.68"
"2000-04-06";"t2";"0.779"
"2000-04-07";"b0";"5.054"
"2000-04-07";"b1";"-2.838"
"2000-04-07";"b2";"-0.002"
"2000-04-07";"b3";"2.748"
"2000-04-07";"t1";"6.318"
"2000-04-07";"t2";"0.78"
"2000-04-10";"b0";"5.311"
"2000-04-10";"b1";"-3.037"
"2000-04-10";"b2";"-0.077"
"2000-04-10";"b3";"2.713"
"2000-04-10";"t1";"8.691"
"2000-04-10";"t2";"0.791"
"2000-04-11";"b0";"5.184"
"2000-04-11";"b1";"-2.763"
"2000-04-11";"b2";"0.369"
"2000-04-11";"b3";"2.279"
"2000-04-11";"t1";"10.733"
"2000-04-11";"t2";"0.822"
"2000-04-12";"b0";"5.199"
"2000-04-12";"b1";"-2.535"
"2000-04-12";"b2";"-0.645"
"2000-04-12";"b3";"1.635"
"2000-04-12";"t1";"7.843"
"2000-04-12";"t2";"0.901"
"2000-04-13";"b0";"5.201"
"2000-04-13";"b1";"-2.732"
"2000-04-13";"b2";"0.063"
"2000-04-13";"b3";"2.317"
"2000-04-13";"t1";"9.449"
"2000-04-13";"t2";"0.918"
"2000-04-14";"b0";"5.207"
"2000-04-14";"b1";"-2.738"
"2000-04-14";"b2";"-0.257"
"2000-04-14";"b3";"2.274"
"2000-04-14";"t1";"8.364"
"2000-04-14";"t2";"0.897"
"2000-04-17";"b0";"5.12"
"2000-04-17";"b1";"-2.797"
"2000-04-17";"b2";"0.001"
"2000-04-17";"b3";"2.553"
"2000-04-17";"t1";"7.983"
"2000-04-17";"t2";"0.839"
"2000-04-18";"b0";"5.049"
"2000-04-18";"b1";"-2.405"
"2000-04-18";"b2";"-0.004"
"2000-04-18";"b3";"1.666"
"2000-04-18";"t1";"8.009"
"2000-04-18";"t2";"0.872"
"2000-04-19";"b0";"5.114"
"2000-04-19";"b1";"-2.42"
"2000-04-19";"b2";"0.034"
"2000-04-19";"b3";"1.549"
"2000-04-19";"t1";"8.647"
"2000-04-19";"t2";"1.02"
"2000-04-20";"b0";"5.143"
"2000-04-20";"b1";"-2.45"
"2000-04-20";"b2";"-0.002"
"2000-04-20";"b3";"1.694"
"2000-04-20";"t1";"8.61"
"2000-04-20";"t2";"1.005"
"2000-04-21";"b0";
"2000-04-21";"b1";
"2000-04-21";"b2";
"2000-04-21";"b3";
"2000-04-21";"t1";
"2000-04-21";"t2";
"2000-04-24";"b0";
"2000-04-24";"b1";
"2000-04-24";"b2";
"2000-04-24";"b3";
"2000-04-24";"t1";
"2000-04-24";"t2";
"2000-04-25";"b0";"5.209"
"2000-04-25";"b1";"-2.496"
"2000-04-25";"b2";"-0.04"
"2000-04-25";"b3";"1.715"
"2000-04-25";"t1";"8.708"
"2000-04-25";"t2";"1.051"
"2000-04-26";"b0";"5.069"
"2000-04-26";"b1";"-2.327"
"2000-04-26";"b2";"-0.014"
"2000-04-26";"b3";"1.819"
"2000-04-26";"t1";"7.216"
"2000-04-26";"t2";"0.882"
"2000-04-27";"b0";"5.018"
"2000-04-27";"b1";"-2.062"
"2000-04-27";"b2";"-2.702"
"2000-04-27";"b3";"2.362"
"2000-04-27";"t1";"3.533"
"2000-04-27";"t2";"1.57"
"2000-04-28";"b0";"5.142"
"2000-04-28";"b1";"-2.234"
"2000-04-28";"b2";"0.162"
"2000-04-28";"b3";"1.864"
"2000-04-28";"t1";"9.102"
"2000-04-28";"t2";"0.886"
"2000-05-01";"b0";
"2000-05-01";"b1";
"2000-05-01";"b2";
"2000-05-01";"b3";
"2000-05-01";"t1";
"2000-05-01";"t2";
"2000-05-02";"b0";"4.974"
"2000-05-02";"b1";"-2.115"
"2000-05-02";"b2";"-1.482"
"2000-05-02";"b3";"2.219"
"2000-05-02";"t1";"4.055"
"2000-05-02";"t2";"1.018"
"2000-05-03";"b0";"4.966"
"2000-05-03";"b1";"-2.301"
"2000-05-03";"b2";"-0.225"
"2000-05-03";"b3";"2.464"
"2000-05-03";"t1";"5.873"
"2000-05-03";"t2";"0.829"
"2000-05-04";"b0";"4.935"
"2000-05-04";"b1";"-2.534"
"2000-05-04";"b2";"0.004"
"2000-05-04";"b3";"3.123"
"2000-05-04";"t1";"5.668"
"2000-05-04";"t2";"0.803"
"2000-05-05";"b0";"4.861"
"2000-05-05";"b1";"-2.734"
"2000-05-05";"b2";"0.002"
"2000-05-05";"b3";"4.021"
"2000-05-05";"t1";"4.835"
"2000-05-05";"t2";"0.708"
"2000-05-08";"b0";"4.856"
"2000-05-08";"b1";"-2.876"
"2000-05-08";"b2";"-0.007"
"2000-05-08";"b3";"4.41"
"2000-05-08";"t1";"4.681"
"2000-05-08";"t2";"0.701"
"2000-05-09";"b0";"4.777"
"2000-05-09";"b1";"-2.865"
"2000-05-09";"b2";"-1.118"
"2000-05-09";"b3";"4.689"
"2000-05-09";"t1";"3.005"
"2000-05-09";"t2";"0.69"
"2000-05-10";"b0";"4.843"
"2000-05-10";"b1";"-2.911"
"2000-05-10";"b2";"-0.153"
"2000-05-10";"b3";"4.616"
"2000-05-10";"t1";"4.381"
"2000-05-10";"t2";"0.689"
"2000-05-11";"b0";"4.835"
"2000-05-11";"b1";"-2.415"
"2000-05-11";"b2";"-0.707"
"2000-05-11";"b3";"3.235"
"2000-05-11";"t1";"4.144"
"2000-05-11";"t2";"0.734"
"2000-05-12";"b0";"4.909"
"2000-05-12";"b1";"-2.625"
"2000-05-12";"b2";"0.02"
"2000-05-12";"b3";"3.724"
"2000-05-12";"t1";"5.594"
"2000-05-12";"t2";"0.769"
"2000-05-15";"b0";"4.843"
"2000-05-15";"b1";"-2.99"
"2000-05-15";"b2";"0.066"
"2000-05-15";"b3";"4.986"
"2000-05-15";"t1";"4.681"
"2000-05-15";"t2";"0.709"
"2000-05-16";"b0";"4.846"
"2000-05-16";"b1";"-2.964"
"2000-05-16";"b2";"-0.045"
"2000-05-16";"b3";"5.056"
"2000-05-16";"t1";"4.42"
"2000-05-16";"t2";"0.657"
"2000-05-17";"b0";"4.784"
"2000-05-17";"b1";"-2.804"
"2000-05-17";"b2";"-0.761"
"2000-05-17";"b3";"4.835"
"2000-05-17";"t1";"3.24"
"2000-05-17";"t2";"0.671"
"2000-05-18";"b0";"4.722"
"2000-05-18";"b1";"-2.938"
"2000-05-18";"b2";"-0.007"
"2000-05-18";"b3";"5.377"
"2000-05-18";"t1";"3.517"
"2000-05-18";"t2";"0.657"
"2000-05-19";"b0";"4.633"
"2000-05-19";"b1";"-3.242"
"2000-05-19";"b2";"0.002"
"2000-05-19";"b3";"6.197"
"2000-05-19";"t1";"2.721"
"2000-05-19";"t2";"0.58"
"2000-05-22";"b0";"4.711"
"2000-05-22";"b1";"-2.682"
"2000-05-22";"b2";"0.055"
"2000-05-22";"b3";"4.543"
"2000-05-22";"t1";"3.491"
"2000-05-22";"t2";"0.621"
"2000-05-23";"b0";"4.712"
"2000-05-23";"b1";"-3.124"
"2000-05-23";"b2";"0.009"
"2000-05-23";"b3";"5.759"
"2000-05-23";"t1";"3.154"
"2000-05-23";"t2";"0.602"
"2000-05-24";"b0";"4.709"
"2000-05-24";"b1";"-3.122"
"2000-05-24";"b2";"-0.023"
"2000-05-24";"b3";"5.74"
"2000-05-24";"t1";"3.161"
"2000-05-24";"t2";"0.587"
"2000-05-25";"b0";"4.759"
"2000-05-25";"b1";"-2.828"
"2000-05-25";"b2";"-0.132"
"2000-05-25";"b3";"4.732"
"2000-05-25";"t1";"3.36"
"2000-05-25";"t2";"0.629"
"2000-05-26";"b0";"4.864"
"2000-05-26";"b1";"-2.766"
"2000-05-26";"b2";"1.51"
"2000-05-26";"b3";"4.493"
"2000-05-26";"t1";"8.345"
"2000-05-26";"t2";"0.821"
"2000-05-29";"b0";"4.776"
"2000-05-29";"b1";"-2.776"
"2000-05-29";"b2";"0.005"
"2000-05-29";"b3";"4.428"
"2000-05-29";"t1";"3.73"
"2000-05-29";"t2";"0.647"
"2000-05-30";"b0";"4.934"
"2000-05-30";"b1";"-2.075"
"2000-05-30";"b2";"-1.03"
"2000-05-30";"b3";"2.162"
"2000-05-30";"t1";"4.05"
"2000-05-30";"t2";"0.906"
"2000-05-31";"b0";"4.898"
"2000-05-31";"b1";"-2.234"
"2000-05-31";"b2";"-0.784"
"2000-05-31";"b3";"2.809"
"2000-05-31";"t1";"3.809"
"2000-05-31";"t2";"0.768"
"2000-06-01";"b0";
"2000-06-01";"b1";
"2000-06-01";"b2";
"2000-06-01";"b3";
"2000-06-01";"t1";
"2000-06-01";"t2";
"2000-06-02";"b0";"4.995"
"2000-06-02";"b1";"-2.331"
"2000-06-02";"b2";"-0.008"
"2000-06-02";"b3";"2.779"
"2000-06-02";"t1";"6.173"
"2000-06-02";"t2";"0.765"
"2000-06-05";"b0";"4.95"
"2000-06-05";"b1";"-2.159"
"2000-06-05";"b2";"-0.98"
"2000-06-05";"b3";"2.512"
"2000-06-05";"t1";"4.605"
"2000-06-05";"t2";"0.844"
"2000-06-06";"b0";"5.017"
"2000-06-06";"b1";"-2.158"
"2000-06-06";"b2";"-0.493"
"2000-06-06";"b3";"2.227"
"2000-06-06";"t1";"6.309"
"2000-06-06";"t2";"0.866"
"2000-06-07";"b0";"5.073"
"2000-06-07";"b1";"-2.38"
"2000-06-07";"b2";"-0.169"
"2000-06-07";"b3";"2.663"
"2000-06-07";"t1";"7.531"
"2000-06-07";"t2";"0.868"
"2000-06-08";"b0";"4.952"
"2000-06-08";"b1";"-2.464"
"2000-06-08";"b2";"0.064"
"2000-06-08";"b3";"3.296"
"2000-06-08";"t1";"6.85"
"2000-06-08";"t2";"0.739"
"2000-06-09";"b0";"4.953"
"2000-06-09";"b1";"-2.338"
"2000-06-09";"b2";"-0.047"
"2000-06-09";"b3";"3.096"
"2000-06-09";"t1";"6.827"
"2000-06-09";"t2";"0.723"
"2000-06-12";"b0";
"2000-06-12";"b1";
"2000-06-12";"b2";
"2000-06-12";"b3";
"2000-06-12";"t1";
"2000-06-12";"t2";
"2000-06-13";"b0";"4.943"
"2000-06-13";"b1";"-2.328"
"2000-06-13";"b2";"0.034"
"2000-06-13";"b3";"3.213"
"2000-06-13";"t1";"7.024"
"2000-06-13";"t2";"0.673"
"2000-06-14";"b0";"5.005"
"2000-06-14";"b1";"-2.457"
"2000-06-14";"b2";"-0.013"
"2000-06-14";"b3";"3.558"
"2000-06-14";"t1";"7.285"
"2000-06-14";"t2";"0.698"
"2000-06-15";"b0";"4.98"
"2000-06-15";"b1";"-2.219"
"2000-06-15";"b2";"0.403"
"2000-06-15";"b3";"2.963"
"2000-06-15";"t1";"9.38"
"2000-06-15";"t2";"0.737"
"2000-06-16";"b0";"5.081"
"2000-06-16";"b1";"-2.319"
"2000-06-16";"b2";"0.008"
"2000-06-16";"b3";"2.802"
"2000-06-16";"t1";"8.81"
"2000-06-16";"t2";"0.776"
"2000-06-19";"b0";"5.14"
"2000-06-19";"b1";"-2.398"
"2000-06-19";"b2";"0"
"2000-06-19";"b3";"2.83"
"2000-06-19";"t1";"9.269"
"2000-06-19";"t2";"0.758"
"2000-06-20";"b0";"4.536"
"2000-06-20";"b1";"-1.561"
"2000-06-20";"b2";"2.643"
"2000-06-20";"b3";"2.219"
"2000-06-20";"t1";"21.393"
"2000-06-20";"t2";"0.772"
"2000-06-21";"b0";"4.48"
"2000-06-21";"b1";"-1.427"
"2000-06-21";"b2";"2.665"
"2000-06-21";"b3";"1.988"
"2000-06-21";"t1";"21.567"
"2000-06-21";"t2";"0.79"
"2000-06-22";"b0";"4.843"
"2000-06-22";"b1";"-1.499"
"2000-06-22";"b2";"2.387"
"2000-06-22";"b3";"1.108"
"2000-06-22";"t1";"31.023"
"2000-06-22";"t2";"0.976"
"2000-06-23";"b0";"4.759"
"2000-06-23";"b1";"-1.512"
"2000-06-23";"b2";"2.282"
"2000-06-23";"b3";"1.334"
"2000-06-23";"t1";"25.292"
"2000-06-23";"t2";"0.807"
"2000-06-26";"b0";"4.603"
"2000-06-26";"b1";"-1.502"
"2000-06-26";"b2";"2.226"
"2000-06-26";"b3";"1.717"
"2000-06-26";"t1";"19.391"
"2000-06-26";"t2";"0.81"
"2000-06-27";"b0";"5.05"
"2000-06-27";"b1";"-1.978"
"2000-06-27";"b2";"0.956"
"2000-06-27";"b3";"1.849"
"2000-06-27";"t1";"15.044"
"2000-06-27";"t2";"0.817"
"2000-06-28";"b0";"5.158"
"2000-06-28";"b1";"-2.251"
"2000-06-28";"b2";"0.868"
"2000-06-28";"b3";"2.218"
"2000-06-28";"t1";"13.467"
"2000-06-28";"t2";"0.806"
"2000-06-29";"b0";"5.28"
"2000-06-29";"b1";"-1.646"
"2000-06-29";"b2";"-1.464"
"2000-06-29";"b3";"0.1"
"2000-06-29";"t1";"7.391"
"2000-06-29";"t2";"1.627"
"2000-06-30";"b0";"5.22"
"2000-06-30";"b1";"-2.215"
"2000-06-30";"b2";"-0.1"
"2000-06-30";"b3";"1.926"
"2000-06-30";"t1";"9.997"
"2000-06-30";"t2";"0.707"
"2000-07-03";"b0";"5.122"
"2000-07-03";"b1";"-2.069"
"2000-07-03";"b2";"0.514"
"2000-07-03";"b3";"1.898"
"2000-07-03";"t1";"12.578"
"2000-07-03";"t2";"0.693"
"2000-07-04";"b0";"4.97"
"2000-07-04";"b1";"-1.878"
"2000-07-04";"b2";"0.504"
"2000-07-04";"b3";"1.729"
"2000-07-04";"t1";"12.612"
"2000-07-04";"t2";"0.725"
"2000-07-05";"b0";"5.036"
"2000-07-05";"b1";"-1.935"
"2000-07-05";"b2";"0.048"
"2000-07-05";"b3";"1.64"
"2000-07-05";"t1";"10.215"
"2000-07-05";"t2";"0.703"
"2000-07-06";"b0";"5.05"
"2000-07-06";"b1";"-1.997"
"2000-07-06";"b2";"-0.334"
"2000-07-06";"b3";"1.784"
"2000-07-06";"t1";"9.607"
"2000-07-06";"t2";"0.681"
"2000-07-07";"b0";"4.942"
"2000-07-07";"b1";"-1.889"
"2000-07-07";"b2";"0.184"
"2000-07-07";"b3";"1.613"
"2000-07-07";"t1";"10.791"
"2000-07-07";"t2";"0.712"
"2000-07-10";"b0";"5.245"
"2000-07-10";"b1";"-2.114"
"2000-07-10";"b2";"-0.657"
"2000-07-10";"b3";"1.463"
"2000-07-10";"t1";"10.905"
"2000-07-10";"t2";"0.704"
"2000-07-11";"b0";"5.278"
"2000-07-11";"b1";"-2.109"
"2000-07-11";"b2";"-0.683"
"2000-07-11";"b3";"1.406"
"2000-07-11";"t1";"11.063"
"2000-07-11";"t2";"0.696"
"2000-07-12";"b0";"5.273"
"2000-07-12";"b1";"-2.142"
"2000-07-12";"b2";"-0.864"
"2000-07-12";"b3";"1.542"
"2000-07-12";"t1";"10.849"
"2000-07-12";"t2";"0.701"
"2000-07-13";"b0";"5.286"
"2000-07-13";"b1";"-2.039"
"2000-07-13";"b2";"-0.898"
"2000-07-13";"b3";"1.257"
"2000-07-13";"t1";"11.053"
"2000-07-13";"t2";"0.702"
"2000-07-14";"b0";"5.319"
"2000-07-14";"b1";"-2.111"
"2000-07-14";"b2";"-1.052"
"2000-07-14";"b3";"1.459"
"2000-07-14";"t1";"10.484"
"2000-07-14";"t2";"0.706"
"2000-07-17";"b0";"5.546"
"2000-07-17";"b1";"-2.347"
"2000-07-17";"b2";"-0.018"
"2000-07-17";"b3";"1.563"
"2000-07-17";"t1";"19.424"
"2000-07-17";"t2";"0.693"
"2000-07-18";"b0";"5.075"
"2000-07-18";"b1";"-2.071"
"2000-07-18";"b2";"0.028"
"2000-07-18";"b3";"2.233"
"2000-07-18";"t1";"12.113"
"2000-07-18";"t2";"0.664"
"2000-07-19";"b0";"4.977"
"2000-07-19";"b1";"-1.972"
"2000-07-19";"b2";"0.166"
"2000-07-19";"b3";"2.305"
"2000-07-19";"t1";"11.358"
"2000-07-19";"t2";"0.66"
"2000-07-20";"b0";"4.827"
"2000-07-20";"b1";"-2.017"
"2000-07-20";"b2";"0.003"
"2000-07-20";"b3";"2.801"
"2000-07-20";"t1";"8.088"
"2000-07-20";"t2";"0.635"
"2000-07-21";"b0";"4.581"
"2000-07-21";"b1";"-2.111"
"2000-07-21";"b2";"-0.38"
"2000-07-21";"b3";"3.777"
"2000-07-21";"t1";"4.536"
"2000-07-21";"t2";"0.593"
"2000-07-24";"b0";"4.794"
"2000-07-24";"b1";"-2.422"
"2000-07-24";"b2";"-0.001"
"2000-07-24";"b3";"4.294"
"2000-07-24";"t1";"6.695"
"2000-07-24";"t2";"0.631"
"2000-07-25";"b0";"4.941"
"2000-07-25";"b1";"-2.179"
"2000-07-25";"b2";"-0.059"
"2000-07-25";"b3";"3.027"
"2000-07-25";"t1";"9.729"
"2000-07-25";"t2";"0.668"
"2000-07-26";"b0";"5.057"
"2000-07-26";"b1";"-2.024"
"2000-07-26";"b2";"-0.025"
"2000-07-26";"b3";"2.126"
"2000-07-26";"t1";"12.175"
"2000-07-26";"t2";"0.661"
"2000-07-27";"b0";"4.891"
"2000-07-27";"b1";"-2.081"
"2000-07-27";"b2";"-0.203"
"2000-07-27";"b3";"2.96"
"2000-07-27";"t1";"8.189"
"2000-07-27";"t2";"0.65"
"2000-07-28";"b0";"4.832"
"2000-07-28";"b1";"-2.022"
"2000-07-28";"b2";"-0.006"
"2000-07-28";"b3";"3.033"
"2000-07-28";"t1";"8.226"
"2000-07-28";"t2";"0.664"
"2000-07-31";"b0";"4.746"
"2000-07-31";"b1";"-1.79"
"2000-07-31";"b2";"-0.032"
"2000-07-31";"b3";"2.608"
"2000-07-31";"t1";"7.947"
"2000-07-31";"t2";"0.692"
"2000-08-01";"b0";
"2000-08-01";"b1";
"2000-08-01";"b2";
"2000-08-01";"b3";
"2000-08-01";"t1";
"2000-08-01";"t2";
"2000-08-02";"b0";"4.781"
"2000-08-02";"b1";"-1.893"
"2000-08-02";"b2";"-0.252"
"2000-08-02";"b3";"2.952"
"2000-08-02";"t1";"7.553"
"2000-08-02";"t2";"0.687"
"2000-08-03";"b0";"4.775"
"2000-08-03";"b1";"-1.887"
"2000-08-03";"b2";"-0.112"
"2000-08-03";"b3";"2.944"
"2000-08-03";"t1";"7.905"
"2000-08-03";"t2";"0.673"
"2000-08-04";"b0";"4.698"
"2000-08-04";"b1";"-1.81"
"2000-08-04";"b2";"-0.226"
"2000-08-04";"b3";"2.842"
"2000-08-04";"t1";"6.395"
"2000-08-04";"t2";"0.673"
"2000-08-07";"b0";"4.722"
"2000-08-07";"b1";"-1.961"
"2000-08-07";"b2";"0.016"
"2000-08-07";"b3";"3.134"
"2000-08-07";"t1";"6.774"
"2000-08-07";"t2";"0.679"
"2000-08-08";"b0";"4.667"
"2000-08-08";"b1";"-1.905"
"2000-08-08";"b2";"0.207"
"2000-08-08";"b3";"3.03"
"2000-08-08";"t1";"7.108"
"2000-08-08";"t2";"0.665"
"2000-08-09";"b0";"4.761"
"2000-08-09";"b1";"-1.971"
"2000-08-09";"b2";"-0.017"
"2000-08-09";"b3";"2.947"
"2000-08-09";"t1";"7.443"
"2000-08-09";"t2";"0.699"
"2000-08-10";"b0";"4.739"
"2000-08-10";"b1";"-1.997"
"2000-08-10";"b2";"-0.135"
"2000-08-10";"b3";"3.1"
"2000-08-10";"t1";"7.129"
"2000-08-10";"t2";"0.69"
"2000-08-11";"b0";"4.63"
"2000-08-11";"b1";"-2.014"
"2000-08-11";"b2";"0.277"
"2000-08-11";"b3";"3.364"
"2000-08-11";"t1";"7.371"
"2000-08-11";"t2";"0.694"
"2000-08-14";"b0";"4.641"
"2000-08-14";"b1";"-1.976"
"2000-08-14";"b2";"-0.014"
"2000-08-14";"b3";"3.172"
"2000-08-14";"t1";"6.323"
"2000-08-14";"t2";"0.664"
"2000-08-15";"b0";"4.677"
"2000-08-15";"b1";"-1.866"
"2000-08-15";"b2";"-0.003"
"2000-08-15";"b3";"2.719"
"2000-08-15";"t1";"7.222"
"2000-08-15";"t2";"0.675"
"2000-08-16";"b0";"4.707"
"2000-08-16";"b1";"-1.8"
"2000-08-16";"b2";"0.001"
"2000-08-16";"b3";"2.586"
"2000-08-16";"t1";"7.657"
"2000-08-16";"t2";"0.66"
"2000-08-17";"b0";"4.761"
"2000-08-17";"b1";"-1.727"
"2000-08-17";"b2";"-0.001"
"2000-08-17";"b3";"2.29"
"2000-08-17";"t1";"8.571"
"2000-08-17";"t2";"0.649"
"2000-08-18";"b0";"4.694"
"2000-08-18";"b1";"-1.787"
"2000-08-18";"b2";"-0.066"
"2000-08-18";"b3";"2.663"
"2000-08-18";"t1";"7.02"
"2000-08-18";"t2";"0.612"
"2000-08-21";"b0";"4.658"
"2000-08-21";"b1";"-1.751"
"2000-08-21";"b2";"0.006"
"2000-08-21";"b3";"2.592"
"2000-08-21";"t1";"6.529"
"2000-08-21";"t2";"0.585"
"2000-08-22";"b0";"4.781"
"2000-08-22";"b1";"-1.825"
"2000-08-22";"b2";"0.006"
"2000-08-22";"b3";"2.586"
"2000-08-22";"t1";"8.107"
"2000-08-22";"t2";"0.59"
"2000-08-23";"b0";"4.817"
"2000-08-23";"b1";"-1.88"
"2000-08-23";"b2";"0.008"
"2000-08-23";"b3";"2.589"
"2000-08-23";"t1";"8.597"
"2000-08-23";"t2";"0.619"
"2000-08-24";"b0";"4.771"
"2000-08-24";"b1";"-1.835"
"2000-08-24";"b2";"0.009"
"2000-08-24";"b3";"2.648"
"2000-08-24";"t1";"8.437"
"2000-08-24";"t2";"0.573"
"2000-08-25";"b0";"5.084"
"2000-08-25";"b1";"-2.051"
"2000-08-25";"b2";"0"
"2000-08-25";"b3";"2.366"
"2000-08-25";"t1";"14.1"
"2000-08-25";"t2";"0.578"
"2000-08-28";"b0";"5.006"
"2000-08-28";"b1";"-2.002"
"2000-08-28";"b2";"-0.001"
"2000-08-28";"b3";"2.379"
"2000-08-28";"t1";"13.186"
"2000-08-28";"t2";"0.591"
"2000-08-29";"b0";"4.859"
"2000-08-29";"b1";"-2.001"
"2000-08-29";"b2";"-0.001"
"2000-08-29";"b3";"2.785"
"2000-08-29";"t1";"10.232"
"2000-08-29";"t2";"0.585"
"2000-08-30";"b0";"5.048"
"2000-08-30";"b1";"-2.043"
"2000-08-30";"b2";"0.031"
"2000-08-30";"b3";"2.279"
"2000-08-30";"t1";"12.895"
"2000-08-30";"t2";"0.584"
"2000-08-31";"b0";"4.952"
"2000-08-31";"b1";"-2.035"
"2000-08-31";"b2";"-0.008"
"2000-08-31";"b3";"2.561"
"2000-08-31";"t1";"10.91"
"2000-08-31";"t2";"0.586"
"2000-09-01";"b0";"4.948"
"2000-09-01";"b1";"-1.973"
"2000-09-01";"b2";"0.005"
"2000-09-01";"b3";"2.188"
"2000-09-01";"t1";"11.139"
"2000-09-01";"t2";"0.563"
"2000-09-04";"b0";"4.777"
"2000-09-04";"b1";"-1.802"
"2000-09-04";"b2";"-0.399"
"2000-09-04";"b3";"1.841"
"2000-09-04";"t1";"7.394"
"2000-09-04";"t2";"0.628"
"2000-09-05";"b0";"5.404"
"2000-09-05";"b1";"-2.157"
"2000-09-05";"b2";"-0.073"
"2000-09-05";"b3";"1.052"
"2000-09-05";"t1";"19.302"
"2000-09-05";"t2";"0.605"
"2000-09-06";"b0";"5.042"
"2000-09-06";"b1";"-1.796"
"2000-09-06";"b2";"-0.548"
"2000-09-06";"b3";"1.164"
"2000-09-06";"t1";"11.195"
"2000-09-06";"t2";"0.536"
"2000-09-07";"b0";"5.35"
"2000-09-07";"b1";"-1.91"
"2000-09-07";"b2";"-0.744"
"2000-09-07";"b3";"0.637"
"2000-09-07";"t1";"14.801"
"2000-09-07";"t2";"0.435"
"2000-09-08";"b0";"5.076"
"2000-09-08";"b1";"-1.8"
"2000-09-08";"b2";"-0.004"
"2000-09-08";"b3";"1.072"
"2000-09-08";"t1";"15.212"
"2000-09-08";"t2";"0.568"
"2000-09-11";"b0";"4.974"
"2000-09-11";"b1";"-1.776"
"2000-09-11";"b2";"-0.128"
"2000-09-11";"b3";"1.322"
"2000-09-11";"t1";"12.004"
"2000-09-11";"t2";"0.565"
"2000-09-12";"b0";"4.721"
"2000-09-12";"b1";"-1.765"
"2000-09-12";"b2";"-0.077"
"2000-09-12";"b3";"1.955"
"2000-09-12";"t1";"7.896"
"2000-09-12";"t2";"0.568"
"2000-09-13";"b0";"4.708"
"2000-09-13";"b1";"-1.869"
"2000-09-13";"b2";"0.212"
"2000-09-13";"b3";"2.378"
"2000-09-13";"t1";"8.715"
"2000-09-13";"t2";"0.55"
"2000-09-14";"b0";"4.708"
"2000-09-14";"b1";"-1.752"
"2000-09-14";"b2";"1.36"
"2000-09-14";"b3";"2.049"
"2000-09-14";"t1";"17.685"
"2000-09-14";"t2";"0.577"
"2000-09-15";"b0";"4.842"
"2000-09-15";"b1";"-1.983"
"2000-09-15";"b2";"0.002"
"2000-09-15";"b3";"2.214"
"2000-09-15";"t1";"9.266"
"2000-09-15";"t2";"0.551"
"2000-09-18";"b0";"4.774"
"2000-09-18";"b1";"-1.818"
"2000-09-18";"b2";"-0.01"
"2000-09-18";"b3";"1.847"
"2000-09-18";"t1";"8.681"
"2000-09-18";"t2";"0.546"
"2000-09-19";"b0";"4.137"
"2000-09-19";"b1";"-0.794"
"2000-09-19";"b2";"3.422"
"2000-09-19";"b3";"0.566"
"2000-09-19";"t1";"43.752"
"2000-09-19";"t2";"0.593"
"2000-09-20";"b0";"4.903"
"2000-09-20";"b1";"-1.444"
"2000-09-20";"b2";"3.047"
"2000-09-20";"b3";"0.023"
"2000-09-20";"t1";"59.508"
"2000-09-20";"t2";"0.339"
"2000-09-21";"b0";"5.183"
"2000-09-21";"b1";"-1.839"
"2000-09-21";"b2";"-0.022"
"2000-09-21";"b3";"0.445"
"2000-09-21";"t1";"16.07"
"2000-09-21";"t2";"0.556"
"2000-09-22";"b0";"4.732"
"2000-09-22";"b1";"-1.389"
"2000-09-22";"b2";"1.921"
"2000-09-22";"b3";"0.462"
"2000-09-22";"t1";"30.456"
"2000-09-22";"t2";"0.276"
"2000-09-25";"b0";"4.999"
"2000-09-25";"b1";"-1.703"
"2000-09-25";"b2";"0.181"
"2000-09-25";"b3";"0.547"
"2000-09-25";"t1";"13.714"
"2000-09-25";"t2";"0.439"
"2000-09-26";"b0";"4.855"
"2000-09-26";"b1";"-1.608"
"2000-09-26";"b2";"-0.162"
"2000-09-26";"b3";"0.804"
"2000-09-26";"t1";"8.68"
"2000-09-26";"t2";"0.374"
